COLID,BlockID,MaxCurrentRate,Latitude,Longitude,Average.Duration.of.Paid.Parkers.in.Hours,Unpaid.Vehicles,Expired.Vehicles,Exempt.Vehicles,Spaces.Occupied,Survey.Count,Receipt.Transactions,Mobile.Transactions,StreetDirection,StreetSide,BlockDescription,BlockStartNumber,BlockEndNumber,TerminalLocationAddress,TerminalID,Area,Zone,ID,X,Y,megaCluster,Demand,Cars,ExpectedTimePerVehicle,PercentageCheck,TerminalTypeName,Driving_Blocks,Night_Blocks
3632,B901401,4,41.87498191,-87.62057148,1.329,72,36,7,1085,171,18908,4215,S,E, 613 - 679 S COLUMBUS DR ,613,679,635 S COLUMBUS DR,901402,901,4,3632,448505.1597,4636081.913,1,0.631578947,6.34502924,15.54697169,1,MP104,0,0
3633,B901403,4,41.87480416,-87.62060769,1.376,12,6,2,216,45,6766,1723,S,W, 502 - 530 S COLUMBUS DR ,502,530,514 S COLUMBUS DR,901403,901,4,3633,448502.0123,4636062.2,1,0.4,4.8,15.5775261,1,MP104,0,0
3634,B902501,6.5,41.88007456,-87.62076874,1.36,107,43,36,981,87,21951,12109,S,W, 110 - 226 S COLUMBUS DR ,110,226,140 S COLUMBUS DR,902501,902,5,3634,448492.8806,4636647.454,1,1.724137931,11.27586207,19.35076537,1,MP104,0,1
3635,B902503,6.5,41.8770668,-87.62065609,1.314,34,26,3,456,65,14241,3919,S,W, 316 - 444 S COLUMBUS DR ,316,444,416 S COLUMBUS DR,902505,902,5,3635,448499.8126,4636313.444,1,0.923076923,7.015384615,16.76032668,1,MP104,0,0
3636,B904701,2,41.86602719,-87.62412059,1.457,11,1,6,87,22,3576,4797,S,W, 1234 - 1246 S MICHIGAN AVE ,1234,1246,1240 S MICHIGAN AVE,904701,904,7,3636,448203.4256,4635089.832,0,0.545454545,3.954545455,22.84340593,1,MP104,0,0
3637,B905405,4,41.88355573,-87.64739156,1.325,55,19,4,619,86,7056,14693,N,E, 103 - 123 N HALSTED ST ,103,123,111 N HALSTED ST,905405,905,4,3637,446286.8076,4637050.28,0,0.860465116,7.197674419,24.31570469,1,MP104,0,0
3638,B905406,4,41.88350581,-87.64742777,1.316,18,4,1,178,82,3101,5871,N,W, 100 - 128 N HALSTED ST ,100,128,106 N HALSTED ST,905406,905,4,3638,446283.7615,4637044.76,0,0.268292683,2.170731707,24.00351294,1,MP104,0,0
3639,B905407,4,41.8831823,-87.64663786,1.325,42,7,1,302,79,3715,7227,W,N, 718 - 740 W WASHINGTON BLVD ,718,740,724 W WASHINGTON BLVD,905407,905,4,3639,446349.0289,4637008.347,0,0.620253165,3.82278481,24.37303238,1,MP104,0,0
3640,B905408,4,41.88318181,-87.64452495,1.252,11,8,5,131,74,2328,2423,W,N, 630 - 656 W WASHINGTON BLVD ,630,656,634 W WASHINGTON BLVD,905408,905,4,3640,446524.3356,4637006.974,1,0.256756757,1.77027027,22.04353018,1,MP104,0,0
3641,B905409,4,41.88319129,-87.6433897,1.224,13,5,1,127,71,2632,3143,W,N, 608 - 628 W WASHINGTON BLVD ,608,628,622 W WASHINGTON BLVD,905409,905,4,3641,446618.5346,4637007.32,1,0.253521127,1.788732394,22.4327044,1,MP104,0,0
3642,B905416,4,41.88315235,-87.64459267,1.044,14,2,2,106,73,2288,1229,W,S, 643 - 651 W WASHINGTON BLVD ,643,651,645 W WASHINGTON BLVD,905416,905,4,3642,446518.6924,4637003.746,1,0.219178082,1.452054795,19.80211944,1,MP104,0,0
3643,B907404,4,41.87797711,-87.6463455,0.918,41,8,1,299,85,7007,5688,W,N, 748 - 754 W JACKSON BLVD ,748,754,750 W JACKSON BLVD,907404,907,4,3643,446368.9335,4636430.246,0,0.576470588,3.517647059,20.90672983,1,MP104,0,0
3644,B907405,4,41.87799908,-87.64482133,1.218,40,11,3,267,82,3557,4534,W,N, 632 - 740 W JACKSON BLVD ,632,740,728 W JACKSON BLVD,907405,907,4,3644,446495.4217,4636431.734,1,0.62195122,3.256097561,23.08373527,1,MP104,0,0
3645,B907406,4,41.87801355,-87.64363378,1.422,34,7,6,261,79,3199,4258,W,N, 604 - 628 W JACKSON BLVD ,604,628,622 W JACKSON BLVD,907406,907,4,3645,446593.9721,4636432.601,1,0.518987342,3.303797468,22.92345058,1,MP104,0,0
3646,B907407,4,41.87803852,-87.64158726,1.217,28,7,53,436,87,5534,4098,W,N, 542 - 564 W JACKSON BLVD ,542,564,554 W JACKSON BLVD,907407,907,4,3646,446763.8053,4636434.102,1,0.402298851,5.011494253,19.92526379,1,MP104,0,0
3647,B907412,4,41.8779816,-87.64369547,1.212,12,9,2,175,80,3756,2832,W,S, 633 - 715 W JACKSON BLVD ,633,715,641 W JACKSON BLVD,907412,907,4,3647,446588.8267,4636429.092,1,0.2625,2.1875,20.18323502,1,MP104,0,0
3648,B907413,4,41.87798859,-87.64292836,1.346,26,7,0,197,82,3067,4525,W,S, 605 - 623 W JACKSON BLVD ,605,623,623 W JACKSON BLVD,907413,907,4,3648,446652.4844,4636429.391,1,0.402439024,2.402439024,23.50749849,1,MP104,0,0
3649,B908301,2,41.87857224,-87.66659282,1.344,2,2,0,29,14,6163,1458,S,E, 203 - 231 S ASHLAND AVE ,203,231,209 S ASHLAND AVE,908302,908,3,3649,444689.3998,4636509.172,0,0.285714286,2.071428571,16.0571289,1,MP104,0,0
3650,B908303,2,41.87985334,-87.66664915,1.388,1,0,0,4,14,1265,822,S,E, 103 - 135 S ASHLAND AVE ,103,135,121 S ASHLAND AVE,908303,908,3,3650,444685.8307,4636651.446,0,0.071428571,0.285714286,21.91822393,1,MP104,0,0
3651,B908304,2,41.87963866,-87.66682081,1.378,6,3,0,38,14,4203,2709,S,W, 100 - 120 S ASHLAND AVE ,100,120,110 S ASHLAND AVE,908304,908,3,3651,444671.4022,4636627.721,0,0.642857143,2.714285714,20.79673423,1,MP104,0,0
3652,B908305,2,41.87804301,-87.66678259,1.267,3,3,0,34,14,6808,1523,S,W, 206 - 230 S ASHLAND AVE ,206,230,228 S ASHLAND AVE,908305,908,3,3652,444673.1971,4636450.536,0,0.428571429,2.428571429,16.81953528,1,MP104,0,0
3653,B909401,4,41.87444965,-87.62512989,1.469,21,9,8,306,99,5607,5024,E,N, 56 - 82 E HARRISON ST ,56,82,70 E HARRISON ST,909401,909,4,3653,448126.4721,4636025.563,1,0.303030303,3.090909091,20.59402938,1,MP104,0,0
3654,B909402,4,41.87442119,-87.62499645,1.393,14,5,9,189,93,3454,3750,E,S, 35 - 81 E HARRISON ST ,35,81,69 E HARRISON ST,909402,909,4,3654,448137.5221,4636022.322,1,0.204301075,2.032258065,21.5286327,1,MP104,0,0
3655,B910701,2,41.86368876,-87.62407993,1.511,29,14,2,327,24,11421,22332,S,W, 1406 - 1532 S MICHIGAN AVE ,1406,1532,1420 S MICHIGAN AVE,910704,910,7,3655,448204.9126,4634830.179,0,1.791666667,13.625,24.2190359,1,MP104,0,0
3656,B910703,2,41.862737,-87.62401734,1.535,37,9,2,296,22,12972,18393,S,E, 1411 - 1555 S MICHIGAN AVE ,1411,1555,1457 S MICHIGAN AVE,910706,910,7,3656,448209.3392,4634724.47,0,2.090909091,13.45454545,23.15879368,1,MP104,0,0
3657,B911701,2,41.8551609,-87.62385377,1.583,31,9,2,142,65,2685,2089,S,E, 2005 - 2033 S MICHIGAN AVE ,2005,2033,2009 S MICHIGAN AVE,911701,911,7,3657,448216.803,4633883.221,0,0.615384615,2.184615385,22.13455717,1,MP104,0,0
3658,B911702,2,41.85712539,-87.62390485,1.509,39,7,3,316,67,7196,10496,S,E, 1807 - 1929 S MICHIGAN AVE ,1807,1929,1823 S MICHIGAN AVE,911703,911,7,3658,448214.1479,4634101.363,0,0.686567164,4.71641791,23.12517747,1,MP104,0,0
3659,B911704,2,41.85845346,-87.62393442,1.402,32,13,4,341,60,10068,11620,S,E, 1605 - 1725 S MICHIGAN AVE ,1605,1725,1721 S MICHIGAN AVE,911704,911,7,3659,448212.765,4634248.832,0,0.75,5.683333333,22.03774823,1,MP104,0,0
3660,B911706,2,41.85928895,-87.6239869,1.403,54,11,2,437,60,11112,19928,S,W, 1612 - 1738 S MICHIGAN AVE ,1612,1738,1638 S MICHIGAN AVE,911706,911,7,3660,448209.0833,4634341.626,0,1.083333333,7.283333333,24.04587095,1,MP104,0,0
3661,B911708,2,41.85620987,-87.62391705,1.399,30,10,2,263,63,4612,5542,S,W, 1812 - 1926 S MICHIGAN AVE ,1812,1926,1912 S MICHIGAN AVE,911709,911,7,3661,448212.3967,4633999.723,0,0.634920635,4.174603175,22.3870053,1,MP104,0,0
3662,B911710,2,41.85497247,-87.62388913,1.405,21,3,1,63,69,1616,1736,S,W, 2012 - 2038 S MICHIGAN AVE ,2012,2038,2014 S MICHIGAN AVE,911710,911,7,3662,448213.7159,4633862.322,0,0.347826087,0.913043478,24.21479714,1,MP104,0,0
3663,B911711,2,41.86023211,-87.6244719,1.446,12,3,0,128,63,2667,4957,E,N, 66 - 96 E 16TH ST ,66,96,72 E 16TH ST,911711,911,7,3663,448169.5897,4634446.634,0,0.238095238,2.031746032,23.85688327,1,MP104,0,0
3664,B911712,2,41.8602006,-87.62468782,1.442,10,2,1,102,64,2231,4132,E,S, 45 - 73 E 16TH ST ,45,73,69 E 16TH ST,911712,911,7,3664,448151.6431,4634443.266,0,0.1875,1.59375,23.8550998,1,MP104,0,0
3665,B911713,2,41.85785832,-87.62338115,1.373,7,3,0,76,61,1892,3541,E,S, 103 - 119 E 18TH ST ,103,119,111 E 18TH ST,911713,911,7,3665,448258.2075,4634182.422,0,0.163934426,1.245901639,24.05939736,1,MP104,0,0
3666,B911714,2,41.85781574,-87.62680817,1.126,3,0,0,9,62,276,309,E,S, 1 - 49 E 18TH ST ,1,49,27 E 18TH ST,911714,911,7,3666,447973.7227,4634179.765,0,0.048387097,0.14516129,24.1025641,1,MP104,0,0
3667,B911715,2,41.85783498,-87.6250131,1.284,8,2,4,95,61,1919,2255,E,S, 51 - 99 E 18TH ST ,51,99,63 E 18TH ST,911715,911,7,3667,448122.7331,4634180.815,0,0.163934426,1.557377049,21.86188171,1,MP104,0,0
3668,B911716,2,41.85788956,-87.62297498,1.202,8,0,0,49,59,1482,2552,E,N, 100 - 150 E 18TH ST ,100,150,124 E 18TH ST,911716,911,7,3668,448291.9457,4634185.646,0,0.13559322,0.830508475,23.87704512,1,MP104,0,0
3669,B911717,2,41.85786118,-87.62508173,1.278,6,1,0,42,62,1098,1276,E,N, 52 - 98 E 18TH ST ,52,98,60 E 18TH ST,911717,911,7,3669,448117.0579,4634183.766,0,0.112903226,0.677419355,22.29149115,1,MP104,0,0
3670,B911718,2,41.85784438,-87.62661657,1.149,0,0,0,12,63,351,332,E,N, 0 - 50 E 18TH ST ,0,50,24 E 18TH ST,911718,911,7,3670,447989.6491,4634182.829,0,0,0.19047619,19.72181552,1,MP104,0,0
3671,B912701,2,41.85349966,-87.62384975,1.128,43,7,4,242,65,4313,3281,S,W, 2106 - 2132 S MICHIGAN AVE ,2106,2132,2124 S MICHIGAN AVE,912701,912,7,3671,448215.7967,4633698.777,0,0.769230769,3.723076923,21.53872821,1,MP104,0,0
3672,B912702,2,41.85196016,-87.62379592,1.362,90,8,2,326,66,6545,6140,S,W, 2212 - 2254 S MICHIGAN AVE ,2212,2254,2228 S MICHIGAN AVE,912702,912,7,3672,448219.0233,4633527.818,0,1.484848485,4.939393939,22.95350496,1,MP104,0,0
3673,B912703,2,41.85039333,-87.62375069,1.565,39,9,0,134,57,2887,3304,S,W, 2312 - 2352 S MICHIGAN AVE ,2312,2352,2320 S MICHIGAN AVE,912703,912,7,3673,448221.5142,4633353.831,0,0.842105263,2.350877193,24.22648853,1,MP104,0,0
3674,B912704,2,41.85031196,-87.62371503,1.591,25,9,3,157,59,3637,4281,S,E, 2301 - 2341 S MICHIGAN AVE ,2301,2341,2331 S MICHIGAN AVE,912708,912,7,3674,448224.4088,4633344.775,0,0.576271186,2.661016949,23.0443835,1,MP104,0,0
3675,B912705,2,41.8521061,-87.62376319,1.379,54,10,1,171,63,3270,3517,S,E, 2207 - 2249 S MICHIGAN AVE ,2207,2249,2229 S MICHIGAN AVE,912705,912,7,3675,448221.8579,4633544.002,0,1.015873016,2.714285714,24.3171901,1,MP104,0,0
3676,B912706,2,41.85381423,-87.62382281,1.435,36,8,15,175,65,3742,2620,S,E, 2101 - 2137 S MICHIGAN AVE ,2101,2137,2115 S MICHIGAN AVE,912706,912,7,3676,448218.2866,4633733.686,0,0.676923077,2.692307692,21.78159707,1,MP104,0,0
3681,B915601,2,41.80242962,-87.59098135,1.054,6,1,5,57,23,2344,1806,E,N, 1404 - 1418 E HYDE PARK BLVD ,1404,1418,1416 E HYDE PARK BLVD,915601,915,6,3681,450905.1266,4628009.365,0,0.304347826,2.47826087,20.28510843,1,MP104,0,0
3682,B915602,2,41.80240013,-87.59114094,1.009,11,2,0,59,24,2382,1781,E,S, 1411 - 1425 E HYDE PARK BLVD ,1411,1425,1417 E HYDE PARK BLVD,915602,915,6,3682,450891.8463,4628006.182,0,0.541666667,2.458333333,21.16628949,1,MP104,0,0
3683,B915603,2,41.80243812,-87.58960202,0.945,18,2,4,111,30,5270,3563,E,S, 1445 - 1465 E HYDE PARK BLVD ,1445,1465,1459 E HYDE PARK BLVD,915603,915,6,3683,451019.7192,4628009.522,0,0.666666667,3.7,20.4539794,1,MP104,0,0
3684,B915607,2,41.79928441,-87.58734897,1.056,85,15,1,572,80,10340,9934,S,W, 5304 - 5340 S LAKE PARK AVE ,5304,5340,5314 S LAKE PARK AVE,915607,915,6,3684,451204.4961,4627658.098,0,1.25,7.15,21.63432202,1,MP104,0,0
3685,B915609,2,41.79629103,-87.5874348,1.328,33,1,0,203,78,1734,2617,S,W, 5404 - 5466 S LAKE PARK AVE ,5404,5466,5450 S LAKE PARK AVE,915610,915,6,3685,451195.0944,4627325.805,0,0.435897436,2.602564103,23.42632456,1,MP104,0,0
3686,B915611,2,41.8010215,-87.58819319,1.066,10,0,1,61,34,3805,2871,E,N, 1514 - 1526 E 52ND ST ,1514,1526,1518 E 52ND ST,915611,915,6,3686,451135.6798,4627851.439,0,0.294117647,1.794117647,20.60079047,1,MP104,0,0
3687,B915612,2,41.80085454,-87.58912995,1.289,5,0,0,37,22,3668,2810,S,W, 5202 - 5206 S HARPER AVE ,5202,5206,5204 S HARPER AVE,915612,915,6,3687,451057.7308,4627833.435,0,0.227272727,1.681818182,20.39134787,1,MP104,0,0
3688,B915613,2,41.80097851,-87.58947864,1.155,11,4,2,98,28,5408,4368,E,S, 1481 - 1491 E 52ND ST ,1481,1491,1479 E 52ND ST,915613,915,6,3688,451028.8575,4627847.398,0,0.535714286,3.5,20.75987842,1,MP104,0,0
3689,B915614,2,41.79806618,-87.58930027,1.167,9,1,0,61,33,2625,1985,E,N, 1482 - 1490 E 54TH ST ,1482,1490,1486 E 54TH ST,915614,915,6,3689,451041.459,4627523.953,0,0.303030303,1.848484848,20.50976139,1,MP104,0,0
3690,B918101,2,41.92676189,-87.70696068,1.381,15,4,3,90,55,2659,2921,N,E, 2501 - 2521 N KEDZIE AVE ,2501,2521,2505 N KEDZIE AVE,918101,918,1,3690,441383.9478,4641886.371,0,0.345454545,1.636363636,22.65120698,1,MP104,0,0
3691,B918102,2,41.92717071,-87.70657767,0.991,1,0,0,9,45,623,506,N,E, 2553 - 2559 N LINDEN PL ,2553,2559,2555 N LINDEN PL,918102,918,1,3691,441416.0784,4641931.5,0,0.022222222,0.2,20.34322409,1,MP104,0,0
3692,B918103,2,41.92714241,-87.70659157,1.095,7,1,0,34,47,1440,1386,N,W, 2548 - 2562 N LINDEN PL ,2548,2562,2552 N LINDEN PL,918103,918,1,3692,441414.9,4641928.367,0,0.170212766,0.723404255,22.27948273,1,MP104,0,0
3693,B918104,2,41.92745004,-87.7069508,1.242,7,1,0,64,52,2430,2574,N,E, 2525 - 2539 N KEDZIE AVE ,2525,2539,2531 N KEDZIE AVE,918104,918,1,3693,441385.3969,4641962.768,0,0.153846154,1.230769231,21.54096078,1,MP104,0,0
3694,B918105,2,41.9279472,-87.70631707,1.264,12,5,0,119,40,4410,8052,W,S, 3129 - 3149 W LOGAN BLVD ,3129,3149,3131 W LOGAN BLVD,918105,918,1,3694,441438.3956,4642017.534,0,0.425,2.975,23.97790335,1,MP104,0,0
3695,B918106,2,41.92756129,-87.70766177,1.305,45,20,2,356,59,8472,12534,N,W, 2512 - 2544 N KEDZIE AVE ,2512,2544,2538 N KEDZIE AVE,918109,918,1,3695,441326.5507,4641975.607,0,1.101694915,6.033898305,23.43175419,1,MP104,0,0
3696,B918107,2,41.92679395,-87.70764281,1.345,16,2,0,65,52,1214,1331,N,W, 2454 - 2514 N KEDZIE AVE ,2454,2514,2506 N KEDZIE AVE,918107,918,1,3696,441327.4196,4641890.397,0,0.346153846,1.25,23.14292731,1,MP104,0,0
3697,B919101,2,41.99964178,-87.66068599,0.941,39,13,6,277,57,7088,4811,N,E, 6433 - 6453 N SHERIDAN RD ,6433,6453,6443 N SHERIDAN RD,919101,919,1,3697,445283.1218,4649947.549,0,0.912280702,4.859649123,20.64634225,1,MP104,0,0
3698,B919103,2,42.00181174,-87.66075878,1.005,5,0,0,27,52,1805,1278,N,E, 6563 - 6585 N SHERIDAN RD ,6563,6585,6563 N SHERIDAN RD,919103,919,1,3698,445278.9527,4650188.525,0,0.096153846,0.519230769,20.5424287,1,MP104,0,0
3699,B919104,2,42.00159135,-87.66079389,1.01,3,0,0,15,2,4536,3326,N,W, 6562 - 6578 N SHERIDAN RD ,6562,6578,6570 N SHERIDAN RD,919104,919,1,3699,445275.8562,4650164.078,0,1.5,7.5,20.76876113,1,MP104,0,0
3700,B920101,2,41.96953443,-87.65479805,1.018,4,1,0,23,12,4290,1471,N,E, 4813 - 4825 N SHERIDAN RD ,4813,4825,4819 N SHERIDAN RD,920101,920,1,3700,445745.197,4646601.004,0,0.416666667,1.916666667,19.24376555,1,MP104,0,0
3701,B920102,2,41.97045621,-87.65481957,1.117,5,0,0,36,13,2764,1268,N,E, 4841 - 4855 N SHERIDAN RD ,4841,4855,4847 N SHERIDAN RD,920102,920,1,3701,445744.1961,4646703.362,0,0.384615385,2.769230769,19.14599868,1,MP104,0,0
3702,B920103,2,41.97185168,-87.65486535,1.075,3,0,1,40,12,4861,2849,N,E, 4905 - 4951 N SHERIDAN RD ,4905,4951,4917 N SHERIDAN RD,920103,920,1,3702,445741.5873,4646858.329,0,0.25,3.333333333,18.53672916,1,MP104,0,0
3703,B920105,2,41.97376926,-87.65492125,1.292,5,1,2,47,13,2932,4142,N,E, 5015 - 5027 N SHERIDAN RD ,5015,5027,5017 N SHERIDAN RD,920105,920,1,3703,445738.5834,4647071.271,0,0.461538462,3.615384615,22.98579848,1,MP104,0,0
3704,B920106,2,41.97458778,-87.65493941,1.161,15,5,0,92,14,6478,5996,N,E, 5039 - 5061 N SHERIDAN RD ,5039,5061,5045 N SHERIDAN RD,920106,920,1,3704,445737.7736,4647162.163,0,1.428571429,6.571428571,21.97414258,1,MP104,0,0
3705,B920107,2,41.97477246,-87.65498507,1.19,16,5,1,94,16,9501,10152,N,W, 5002 - 5056 N SHERIDAN RD ,5002,5056,5050 N SHERIDAN RD,920107,920,1,3705,445734.1473,4647182.696,0,1.3125,5.875,22.71999784,1,MP104,0,0
3706,B920109,2,41.9723055,-87.65492538,1.076,13,0,10,52,14,2769,1772,N,W, 4902 - 4944 N SHERIDAN RD ,4902,4944,4924 N SHERIDAN RD,920109,920,1,3706,445736.9987,4646908.754,0,0.928571429,3.714285714,21.76800264,1,MP104,0,0
3707,B920110,2,41.971141,-87.65488392,1.173,14,3,3,71,14,4313,3914,N,W, 4802 - 4866 N SHERIDAN RD ,4802,4866,4848 N SHERIDAN RD,920110,920,1,3707,445739.4455,4646779.434,0,1.214285714,5.071428571,22.34429415,1,MP104,0,0
3708,B921101,2,41.9647725,-87.65473837,1.043,22,1,1,72,26,2115,1401,N,E, 4533 - 4547 N SHERIDAN RD ,4533,4547,4537 N SHERIDAN RD,921101,921,1,3708,445746.1016,4646072.254,0,0.884615385,2.769230769,22.65922369,1,MP104,0,0
3709,B921102,2,41.966082,-87.65474055,0.968,5,1,0,35,16,3111,1088,N,E, 4605 - 4625 N SHERIDAN RD ,4605,4625,4621 N SHERIDAN RD,921102,921,1,3709,445747.032,4646217.648,0,0.375,2.1875,18.14574899,1,MP104,0,0
3710,B921103,2,41.966737,-87.65474737,1.034,5,1,1,54,18,3391,1478,N,E, 4643 - 4653 N SHERIDAN RD ,4643,4653,4645 N SHERIDAN RD,921103,921,1,3710,445747.0226,4646290.376,0,0.333333333,3,17.81217909,1,MP104,0,0
3711,B921104,2,41.96782323,-87.65477836,1.186,12,5,2,75,19,3229,3148,N,E, 4705 - 4723 N SHERIDAN RD ,4705,4723,4715 N SHERIDAN RD,921104,921,1,3711,445745.3764,4646410.999,0,0.894736842,3.947368421,22.36804367,1,MP104,0,0
3712,B921105,2,41.968659,-87.65478249,1.17,13,2,7,78,20,5846,2024,N,E, 4743 - 4761 N SHERIDAN RD ,4743,4761,4749 N SHERIDAN RD,921105,921,1,3712,445745.7434,4646503.796,0,0.75,3.9,18.79680047,1,MP104,0,0
3713,B921106,2,41.96761798,-87.65482042,1.235,15,3,3,87,17,2847,3514,N,W, 4708 - 4746 N SHERIDAN RD ,4708,4746,4710 N SHERIDAN RD,921107,921,1,3713,445741.7172,4646388.237,0,1.058823529,5.117647059,23.08814194,1,MP104,0,0
3714,B921108,2,41.9667415,-87.65479499,0.983,12,1,7,77,21,3872,1774,N,W, 4606 - 4648 N SHERIDAN RD ,4606,4648,4644 N SHERIDAN RD,921108,921,1,3714,445743.0806,4646290.906,0,0.619047619,3.666666667,19.11436106,1,MP104,0,0
3715,B921110,2,41.96434349,-87.65473257,1.183,6,2,1,21,16,765,627,N,E, 4517 - 4519 N SHERIDAN RD ,4517,4519,4517 N SHERIDAN RD,921110,921,1,3715,445746.2182,4646024.618,0,0.5,1.3125,24.50431034,1,MP104,0,0
3716,B922101,2,41.9532825,-87.65448454,1.027,10,2,1,75,32,4056,3768,N,E, 3909 - 3919 N SHERIDAN RD ,3909,3919,3917 N SHERIDAN RD,922101,922,1,3716,445757.3914,4644796.372,0,0.375,2.34375,21.54601227,1,MP104,0,0
3717,B922102,2,41.954036,-87.65450624,1.001,3,1,0,22,33,1274,1374,N,E, 3939 - 3955 N SHERIDAN RD ,3939,3955,3951 N SHERIDAN RD,922102,922,1,3717,445756.2318,4644880.046,0,0.121212121,0.666666667,22.78323263,1,MP104,0,0
3718,B922103,2,41.95498901,-87.65453415,1.135,10,6,1,73,34,4194,4308,N,E, 4013 - 4023 N SHERIDAN RD ,4013,4023,4015 N SHERIDAN RD,922103,922,1,3718,445754.7269,4644985.875,0,0.470588235,2.147058824,22.42183425,1,MP104,0,0
3719,B922104,2,41.95493199,-87.65458041,1.188,27,5,2,127,35,4813,5668,N,W, 4004 - 4028 N SHERIDAN RD ,4004,4028,4012 N SHERIDAN RD,922104,922,1,3719,445750.8446,4644979.573,0,0.914285714,3.628571429,23.26489203,1,MP104,0,0
3720,B922105,2,41.95450163,-87.65510365,1.04,7,2,2,48,29,5463,2709,W,N, 1002 - 1016 W IRVING PARK RD ,1002,1016,1012 W IRVING PARK RD,922105,922,1,3720,445707.115,4644932.122,0,0.310344828,1.655172414,19.30396476,1,MP104,0,0
3721,B922106,2,41.95374551,-87.6545478,1.023,4,2,1,39,32,1828,1976,N,W, 3928 - 3932 N SHERIDAN RD ,3928,3932,3932 N SHERIDAN RD,922106,922,1,3721,445752.5411,4644847.819,0,0.1875,1.21875,22.31125131,1,MP104,0,0
3722,B922107,2,41.95348541,-87.65476068,1.322,4,1,0,37,32,948,1070,W,S, 1003 - 1007 W DAKIN ST ,1003,1007,1005 W DAKIN ST,922107,922,1,3722,445734.6774,4644819.076,0,0.15625,1.15625,21.90948133,1,MP104,0,0
3723,B922108,2,41.95320099,-87.65453404,1.175,8,8,2,112,34,5096,5751,N,W, 3900 - 3918 N SHERIDAN RD ,3900,3918,3916 N SHERIDAN RD,922108,922,1,3723,445753.2198,4644787.353,0,0.470588235,3.294117647,22.06344916,1,MP104,0,0
3724,B923201,2,41.93275968,-87.64577821,1.048,10,8,2,155,28,7312,9929,W,S, 647 - 663 W DIVERSEY PKWY ,647,663,653 W DIVERSEY PKWY,923201,923,2,3724,446461.7946,4642512.28,0,0.642857143,5.535714286,22.60071551,1,MP104,0,0
3725,B923203,2,41.93280457,-87.64336288,1.196,16,2,1,180,40,5177,6787,W,S, 539 - 559 W DIVERSEY PKWY ,539,559,553 W DIVERSEY PKWY,923203,923,2,3725,446662.0757,4642515.759,0,0.45,4.5,22.28412144,1,MP104,0,0
3726,B923204,2,41.93282503,-87.64204256,1.507,32,10,0,256,43,5401,7011,W,S, 503 - 519 W DIVERSEY PKWY ,503,519,515 W DIVERSEY PKWY,923204,923,2,3726,446771.5542,4642517.21,0,0.976744186,5.953488372,22.74187673,1,MP104,0,0
3727,B923205,2,41.93287591,-87.64004029,1.369,16,6,5,159,38,3412,5513,W,S, 423 - 445 W DIVERSEY PKWY ,423,445,425 W DIVERSEY PKWY,923205,923,2,3727,446937.595,4642521.618,0,0.578947368,4.184210526,23.5221911,1,MP104,0,0
3728,B923206,2,41.93288539,-87.64061965,1.232,27,4,4,206,39,5719,8515,W,N, 422 - 446 W DIVERSEY PKWY ,422,446,430 W DIVERSEY PKWY,923206,923,2,3728,446889.571,4642523.029,0,0.794871795,5.282051282,23.30359234,1,MP104,0,0
3729,B923207,2,41.93312732,-87.64133446,1.325,24,2,2,169,46,3559,5372,N,E, 2805 - 2815 N PINE GROVE AVE ,2805,2815,2811 N PINE GROVE AVE,923207,923,2,3729,446830.5105,4642550.333,0,0.565217391,3.673913043,23.34987915,1,MP104,0,0
3730,B923208,2,41.9330949,-87.64137067,1.318,15,4,2,131,43,2583,4289,N,W, 2806 - 2814 N PINE GROVE AVE ,2806,2814,2810 N PINE GROVE AVE,923208,923,2,3730,446827.4816,4642546.756,0,0.441860465,3.046511628,23.64377183,1,MP104,0,0
3731,B923210,2,41.9330954,-87.64274798,1.35,31,5,6,186,41,3284,4920,N,E, 2805 - 2815 N CAMBRIDGE AVE ,2805,2815,2809 N CAMBRIDGE AVE,923210,923,2,3731,446713.2962,4642547.667,0,0.87804878,4.536585366,23.62245783,1,MP104,0,0
3732,B923211,2,41.9330505,-87.64277682,1.325,14,6,9,113,41,2548,3353,N,W, 2806 - 2812 N CAMBRIDGE AVE ,2806,2812,2808 N CAMBRIDGE AVE,923211,923,2,3732,446710.8679,4642542.699,0,0.487804878,2.756097561,23.09134045,1,MP104,0,0
3733,B923212,2,41.9328345,-87.64318585,1.128,9,2,8,149,38,4641,5685,W,N, 540 - 548 W DIVERSEY PKWY ,540,548,544 W DIVERSEY PKWY,923212,923,2,3733,446676.7774,4642518.971,0,0.289473684,3.921052632,21.7544879,1,MP104,0,0
3734,B923213,2,41.93285097,-87.64220282,1.011,9,3,5,85,29,4588,4857,W,N, 550 - 602 W DIVERSEY PKWY ,550,602,560 W DIVERSEY PKWY,923213,923,2,3734,446758.2894,4642520.189,0,0.413793103,2.931034483,21.86024352,1,MP104,0,0
3735,B923214,2,41.93278761,-87.64568098,0.965,8,2,1,50,34,3783,3555,W,N, 662 - 674 W DIVERSEY PKWY ,662,674,662 W DIVERSEY PKWY,923214,923,2,3735,446469.8789,4642515.32,0,0.294117647,1.470588235,21.93074763,1,MP104,0,0
